ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,total_sf
50,RL,62.0,8707,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseF,0,0.0,0.0,1,1,4,1,TA,9,Min2,0,Attchd,1924.0,Unf,1.0,288.0,Fa,TA,Y,0,0,56,0,0,0,0,5,2006,WD ,107000,2762.0
20,RL,66.0,8300,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Gd,Y,SBrkr,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1968.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,0,8,2007,WD ,128500,1904.0
20,RL,72.0,9770,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,34,0,0,0,0,0,4,2007,WD ,116000,1844.0
20,RL,80.0,17400,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,0,1.0,0.0,2,0,3,1,TA,5,Typ,1,Attchd,1977.0,RFn,2.0,484.0,TA,TA,P,295,41,0,0,0,0,0,5,2006,WD ,160000,2252.0
120,RL,39.0,5070,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,1992.0,RFn,2.0,506.0,TA,TA,Y,0,82,0,0,144,0,0,8,2008,WD ,180000,2560.0
20,RL,66.0,7920,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,3,1,Ex,5,Typ,0,Attchd,1970.0,RFn,1.0,368.0,TA,Gd,Y,120,0,0,0,0,0,0,10,2007,WD ,133000,1828.0
90,RM,78.0,7020,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,200.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,0,2.0,0.0,2,0,2,2,TA,8,Typ,0,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,48,0,0,0,0,0,11,2006,WD ,215000,2656.0
70,RL,0.0,7500,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Fa,Y,SBrkr,0,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Attchd,1942.0,Unf,1.0,213.0,TA,TA,P,0,0,0,0,224,0,0,11,2009,WD ,177500,2265.0
20,RL,76.0,10612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2006.0,Fin,2.0,484.0,TA,TA,Y,168,46,0,0,0,0,0,1,2007,WD ,215000,3058.0
50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,GasA,TA,Y,FuseA,0,0.0,0.0,2,0,3,1,TA,6,Typ,1,Detchd,1938.0,Unf,1.0,250.0,Fa,TA,Y,189,0,34,150,0,0,0,2,2009,WD ,150000,2534.0
60,RL,90.0,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,0,1.0,0.0,3,0,5,1,Gd,11,Typ,2,Attchd,1990.0,Unf,3.0,594.0,TA,TA,Y,367,0,0,0,0,0,0,5,2010,WD ,320000,4895.0
20,RL,100.0,10004,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,1964.0,RFn,2.0,472.0,TA,TA,Y,0,0,0,0,152,0,0,2,2009,WD ,167000,3032.0
30,RL,55.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,No,No,No,No,No,GasA,TA,N,SBrkr,0,0.0,0.0,1,0,2,1,TA,6,Typ,1,Detchd,1939.0,Unf,1.0,260.0,TA,TA,Y,0,0,121,0,0,0,0,6,2006,WD ,125000,1032.0
20,RM,103.0,12205,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,2,0,5,1,TA,6,Maj2,0,No,0.0,No,0.0,0.0,No,No,N,0,0,0,0,0,0,0,12,2008,WD ,65000,2036.0
20,RL,103.0,11175,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2007.0,Fin,2.0,440.0,TA,TA,Y,0,20,0,0,0,0,0,10,2007,New,200141,2632.0
20,RL,85.0,9965,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,3,2,3,1,Gd,6,Typ,1,Attchd,2007.0,Unf,2.0,480.0,TA,TA,Y,0,228,0,0,0,0,0,9,2007,New,235876,3056.0
70,RM,50.0,8660,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,N,SBrkr,312,0.0,0.0,2,0,5,1,Gd,11,Typ,0,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,467,160,78,0,0,0,0,12,2009,WD ,123000,2616.0
50,RL,82.0,12375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,TA,Fa,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,3,1,TA,7,Typ,1,Detchd,1951.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD ,137500,2228.0
20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,No,0.0,No,0.0,0.0,No,No,Y,0,0,0,0,0,0,0,8,2007,WD ,123600,1980.0
20,RL,84.0,8658,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,3,1,TA,6,Typ,1,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,0,138,0,0,0,0,0,12,2006,WD ,160000,2412.0
60,RL,0.0,8063,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,2000.0,RFn,2.0,463.0,TA,TA,Y,100,48,0,0,0,0,0,11,2007,WD ,181000,2614.0
20,RM,49.0,8235,Pave,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,Rec,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,140,50,0,0,0,0,0,6,2008,WD ,125000,1650.0
60,RL,78.0,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,1,4,1,TA,8,Typ,0,Attchd,1968.0,Unf,2.0,441.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD ,154000,2283.0
60,RL,74.0,12961,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,1993.0,Fin,2.0,616.0,TA,TA,Y,162,312,0,0,0,0,0,3,2010,WD ,231000,2949.0
20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,0,85,184,0,0,0,0,7,2010,WD ,142000,2112.0
75,RM,90.0,22950,Pave,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,572,0.0,0.0,2,1,4,1,Ex,12,Typ,2,Detchd,1993.0,Unf,3.0,840.0,Ex,TA,Y,0,260,0,0,410,0,0,6,2006,WD ,475000,4143.0
120,RM,41.0,5748,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,473.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2.0,0.0,2,0,2,1,Ex,5,Typ,1,Attchd,2005.0,Fin,2.0,495.0,TA,TA,Y,123,53,0,0,153,0,0,2,2006,New,375000,3351.0
20,RL,70.0,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,1,0,3,1,TA,5,Typ,1,No,0.0,No,0.0,0.0,No,No,Y,0,0,0,0,0,0,0,4,2010,ConLI,115000,1728.0
20,FV,62.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,0,2,1,Gd,6,Typ,0,Attchd,2004.0,RFn,2.0,400.0,TA,TA,Y,0,113,0,0,0,0,0,10,2009,WD ,185000,2442.0
40,RL,62.0,10042,Pave,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,2,1,TA,4,Typ,1,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0,0,84,0,0,0,0,8,2007,WD ,108500,1525.0
160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,80,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,0,7,2006,WD ,147400,1743.0
160,FV,35.0,3768,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0,34,0,0,0,0,0,9,2009,WD ,156000,2143.0
50,RM,0.0,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,2,0,2,1,TA,6,Typ,0,Detchd,1950.0,Unf,2.0,400.0,Fa,Fa,Y,0,0,117,0,0,0,0,4,2008,WD ,120000,2188.0
80,RL,61.0,9734,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Rec,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD ,167000,1758.0
120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2005.0,Fin,2.0,437.0,TA,TA,Y,156,20,0,0,0,0,0,5,2008,WD ,191000,2850.0
80,RL,56.0,8872,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,1997.0,Fin,2.0,390.0,TA,TA,Y,0,0,0,0,0,0,0,3,2007,WD ,161500,1768.0
20,RL,70.0,12198,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,1,0,3,1,TA,7,Typ,1,Attchd,1955.0,RFn,1.0,310.0,TA,TA,Y,278,82,0,0,0,0,0,6,2007,COD,130000,2615.0
20,RL,80.0,8480,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,0,24,0,0,192,0,0,7,2007,WD ,132500,1940.0
80,RL,0.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,3,1,Gd,5,Typ,0,2Types,1979.0,Unf,3.0,912.0,TA,TA,Y,143,0,0,0,0,0,0,6,2008,WD ,144000,1768.0
90,RL,0.0,9555,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,No,No,No,No,No,GasA,TA,Y,SBrkr,0,0.0,0.0,2,1,5,2,TA,11,Typ,0,Attchd,1979.0,Fin,2.0,579.0,TA,Gd,Y,0,0,0,0,0,0,0,2,2007,WD ,141000,2233.0
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,0,0.0,0.0,1,0,3,1,Gd,5,Typ,0,Detchd,1975.0,Unf,2.0,728.0,TA,TA,Y,352,0,0,0,0,0,0,10,2007,WD ,117000,1260.0
190,RM,60.0,6780,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,N,SBrkr,234,1.0,0.0,1,0,2,1,TA,5,Typ,0,No,0.0,No,0.0,0.0,No,No,N,53,0,0,0,0,0,0,6,2006,WD ,84500,1040.0
20,RL,0.0,53227,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,0,2,1,Gd,6,Min1,2,Attchd,1954.0,Fin,2.0,529.0,TA,TA,Y,224,137,0,0,0,0,0,3,2008,WD ,256000,3027.0
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,0,0.0,1.0,1,0,2,1,TA,5,Typ,0,Detchd,1965.0,Unf,1.0,429.0,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD ,117500,1850.0
50,RL,130.0,9600,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,1,2,1,TA,7,Min2,2,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,0,70,0,0,0,0,0,6,2009,WD ,160000,2036.0
20,RL,81.0,14175,Pave,Reg,Bnk,AllPub,Inside,Mod,Sawyer,PosA,Norm,1Fam,1Story,5,5,1956,1998,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,Gd,Y,SBrkr,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1956.0,Unf,1.0,323.0,TA,TA,Y,0,0,0,0,0,0,0,12,2007,WD ,187000,2615.0
60,RL,110.0,14277,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2003.0,Fin,3.0,818.0,TA,TA,Y,192,228,0,0,0,0,0,1,2007,WD ,350000,3702.0
90,RL,60.0,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,2,2,4,2,TA,8,Typ,0,Detchd,1982.0,Unf,2.0,480.0,TA,TA,Y,0,45,0,0,0,0,0,6,2008,WD ,133000,2688.0
20,RL,105.0,13693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,BLQ,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,1,4,1,Ex,9,Typ,1,Attchd,2007.0,Fin,3.0,650.0,TA,TA,Y,358,78,0,0,0,0,0,8,2008,WD ,417500,4882.0
120,RL,51.0,3635,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,1.0,2,0,1,1,Gd,7,Typ,1,Attchd,2007.0,RFn,3.0,660.0,TA,TA,Y,143,20,0,0,0,0,0,5,2009,WD ,175900,2955.0
20,RL,84.0,10933,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,1,1,1,Ex,8,Typ,1,Attchd,2009.0,Fin,3.0,1138.0,TA,TA,Y,185,24,0,0,0,0,0,7,2009,New,323262,3235.0
20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2003.0,RFn,2.0,531.0,TA,TA,Y,0,39,0,0,0,0,0,10,2007,WD ,185000,2674.0
30,RL,60.0,8550,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0,1.0,0.0,1,0,2,1,TA,4,Typ,1,Attchd,1949.0,Unf,1.0,240.0,TA,TA,Y,228,0,40,0,0,0,0,7,2006,WD ,129800,1632.0
20,RL,95.0,12182,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2005.0,RFn,2.0,532.0,TA,TA,Y,0,70,0,0,0,0,0,5,2010,New,220000,3082.0
50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Detchd,1935.0,Unf,1.0,240.0,TA,TA,Y,0,0,54,0,120,0,0,7,2009,WD ,133000,2457.0
50,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseF,0,0.0,0.0,2,0,4,1,TA,6,Typ,0,Detchd,1949.0,Unf,1.0,384.0,TA,TA,Y,0,204,0,0,0,0,0,8,2009,WD ,133500,2293.0
90,RL,0.0,12760,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0.0,0.0,3,0,5,2,TA,9,Typ,0,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,0,0,0,0,0,0,0,3,2010,ConLD,170000,4006.0
